pk_teuna_fikt,sug_tik,THUM_GEOGRAFI,SUG_DEREH,SEMEL_YISHUV,REHOV1,REHOV2,BAYIT,ZOMET_IRONI,KVISH1,KVISH2,KM,ZOMET_LO_IRONI,YEHIDA,SHNAT_TEUNA,HODESH_TEUNA,SHAA,SUG_YOM,YOM_LAYLA,YOM_BASHAVUA,HUMRAT_TEUNA,SUG_TEUNA,HAD_MASLUL,RAV_MASLUL,MEHIRUT_MUTERET,TKINUT,ROHAV,SIMUN_TIMRUR,TEURA,MEZEG_AVIR,PNE_KVISH,SUG_EZEM,MERHAK_EZEM,LO_HAZA,OFEN_HAZIYA,MEKOM_HAZIYA,KIVUN_HAZIYA,MAHOZ,NAFA,EZOR_TIVI,MAAMAD_MINIZIPALI,ZURAT_ISHUV,STATUS_IGUN,X_left,Y_left,geometry,index_right,shnat_seker,kvish,keta,maslul,hodesh,yom,yom_bashavua,shaa,kamut_kle_rehev,X_right,Y_right
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79538,2021,75,40,1,4,9,6,2,139,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79539,2021,75,40,1,4,9,6,3,108,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79540,2021,75,40,1,4,9,6,4,127,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79541,2021,75,40,1,4,9,6,5,254,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79542,2021,75,40,1,4,9,6,6,381,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79543,2021,75,40,1,4,9,6,7,612,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79544,2021,75,40,1,4,9,6,8,824,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79545,2021,75,40,1,4,9,6,9,800,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79546,2021,75,40,1,4,9,6,10,949,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79547,2021,75,40,1,4,9,6,11,1276,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79548,2021,75,40,1,4,9,6,12,1086,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79549,2021,75,40,1,4,9,6,13,1253,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79550,2021,75,40,1,4,9,6,14,1091,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79551,2021,75,40,1,4,9,6,15,933,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79552,2021,75,40,1,4,9,6,16,676,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79553,2021,75,40,1,4,9,6,17,675,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79554,2021,75,40,1,4,9,6,18,549,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79555,2021,75,40,1,4,9,6,19,411,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79556,2021,75,40,1,4,9,6,20,327,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79557,2021,75,40,1,4,9,6,21,412,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79558,2021,75,40,1,4,9,6,22,415,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79559,2021,75,40,1,4,9,6,23,252,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79560,2021,75,40,1,4,10,7,0,178,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79561,2021,75,40,1,4,10,7,1,134,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79562,2021,75,40,1,4,10,7,2,87,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79563,2021,75,40,1,4,10,7,3,61,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79564,2021,75,40,1,4,10,7,4,40,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79565,2021,75,40,1,4,10,7,5,62,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79566,2021,75,40,1,4,10,7,6,134,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79567,2021,75,40,1,4,10,7,7,222,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79568,2021,75,40,1,4,10,7,8,294,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79569,2021,75,40,1,4,10,7,9,465,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79570,2021,75,40,1,4,10,7,10,683,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79571,2021,75,40,1,4,10,7,11,696,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79572,2021,75,40,1,4,10,7,12,703,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79573,2021,75,40,1,4,10,7,13,780,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79574,2021,75,40,1,4,10,7,14,742,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79575,2021,75,40,1,4,10,7,15,904,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79576,2021,75,40,1,4,10,7,16,834,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79577,2021,75,40,1,4,10,7,17,723,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79578,2021,75,40,1,4,10,7,18,868,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79579,2021,75,40,1,4,10,7,19,790,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79580,2021,75,40,1,4,10,7,20,775,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79581,2021,75,40,1,4,10,7,21,620,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79582,2021,75,40,1,4,10,7,22,388,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79710,2021,75,40,2,4,8,5,6,1179,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79711,2021,75,40,2,4,8,5,7,1348,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79712,2021,75,40,2,4,8,5,8,1401,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79713,2021,75,40,2,4,8,5,9,1063,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79714,2021,75,40,2,4,8,5,10,956,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79715,2021,75,40,2,4,8,5,11,979,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79716,2021,75,40,2,4,8,5,12,1131,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79717,2021,75,40,2,4,8,5,13,1126,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79718,2021,75,40,2,4,8,5,14,1162,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79719,2021,75,40,2,4,8,5,15,1270,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79720,2021,75,40,2,4,8,5,16,1310,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79721,2021,75,40,2,4,8,5,17,1161,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79722,2021,75,40,2,4,8,5,18,974,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79723,2021,75,40,2,4,8,5,19,889,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79724,2021,75,40,2,4,8,5,20,773,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79725,2021,75,40,2,4,8,5,21,606,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79726,2021,75,40,2,4,8,5,22,401,217252.0,734394.0
2021020270,1,1,3,0,,,,,75.0,7622.0,301.0,1335.0,14,2021,8,22,4,5,6,3,2,0,3,5,1,5,3,10,1,1,2,1,9,0,0,9,2,23,235,99.0,99,1,217252.0,734394.0,POINT (217252 734394),79727,2021,75,40,2,4,8,5,23,255,217252.0,734394.0
