pk_teuna_fikt,thum_geografi,sug_dereh,semel_yishuv,rehov1,rehov2,bayit,zomet_ironi,kvish1,kvish2,km,zomet_lo_ironi,yehida,shnat_teuna,hodesh_teuna,shaa,sug_yom,yom_layla,yom_bashavua,humrat_teuna,sug_teuna,had_maslul,rav_maslul,mehirut_muteret,tkinut,rohav,simun_timrur,teura,mezeg_avir,pne_kvish,sug_ezem,merhak_ezem,lo_haza,ofen_haziya,mekom_haziya,kivun_haziya,mahoz,nafa,ezor_tivi,maamad_minizipali,zurat_ishuv,status_igun,x,y,average_traffic_count
2014001387,1,4,0,,,,,8611,,10,,12,2014,2,29,4,1,5,1,5,3,0,4,1,2,3,1,1,1,9,9,9,0,0,9,2,24,245,99,99,1,209845,765034,373.6
2014001742,1,4,0,,,,,40,0,2980,,51,2014,4,31,4,1,5,1,4,0,3,5,1,4,3,1,1,1,9,9,9,0,0,9,4,21,421,99,99,1,192223,671706,1020.0569047619
2014002457,1,4,0,,,,,90,0,4230,,14,2014,2,33,4,1,2,1,3,1,0,4,1,4,3,1,1,1,9,9,9,0,0,9,2,22,221,99,99,1,248782,750325,341.35119047619
2014003836,1,4,0,,,,,77,0,655,,14,2014,1,37,4,1,5,1,3,1,0,5,1,5,3,1,1,1,9,9,9,0,0,9,2,25,237,99,99,1,236745,741755,946.16571969697
2014004315,1,3,0,,,,,65,6524,209,1105,11,2014,4,39,3,1,5,1,1,0,2,5,1,3,3,1,1,1,9,9,9,1,4,2,3,32,323,99,99,1,208326,712108,850.668025362319
2014004619,1,4,0,,,,,386,0,70,,61,2014,2,39,4,1,7,1,11,2,0,4,1,2,3,1,1,1,9,9,9,0,0,9,1,11,111,99,99,1,208414,629437,168.092592592593
2014004662,1,4,0,,,,,90,0,550,,33,2014,3,40,4,1,3,1,5,3,0,5,1,2,3,1,1,1,9,9,9,0,0,9,6,25,625,99,99,1,205802,426168,343.301820728291
2014004964,1,4,0,,,,,70,0,750,,12,2014,4,41,1,1,3,1,5,3,0,4,1,3,3,1,1,1,9,9,9,0,0,9,2,45,245,99,99,1,214324,765530,966.642939814815
2014005442,1,4,0,,,,,864,0,111,,12,2014,4,43,4,1,1,1,10,2,0,1,1,3,3,1,1,1,1,9,9,0,0,9,2,24,243,99,99,1,229651,766465,300.979166666667
2014006446,1,4,0,,,,,25,,,,34,2014,4,48,2,1,1,1,1,1,0,5,1,1,4,1,1,6,9,9,9,0,0,9,6,23,623,99,99,3,192197,567641,544.385233918129
2014007132,1,4,0,,,,,31,0,110,,34,2014,3,50,4,1,5,1,5,2,0,3,3,3,3,1,1,1,9,9,9,0,0,9,6,62,623,99,99,3,213282,573709,496.049242424242
2014007136,1,4,0,,,,,767,0,129,,14,2014,3,50,4,1,7,1,10,2,0,4,1,3,3,1,1,1,9,9,9,0,0,9,2,22,222,99,99,1,248594,735323,173.420454545455
2014007385,2,4,0,,,,,90,0,2965,,43,2014,1,51,4,1,1,1,5,2,0,4,1,3,3,1,1,1,9,9,9,0,0,9,7,77,77,99,99,1,248080,641639,352.276960784314
2014008222,1,4,0,,,,,20,0,180,,20,2014,3,54,4,1,3,1,3,0,2,5,1,0,3,1,1,1,9,9,9,0,0,9,5,51,511,99,99,1,181281,666222,3942.046875
2014008882,1,4,0,,,,,71,0,360,,14,2014,3,56,4,1,5,1,5,2,0,4,1,3,3,1,1,1,9,9,9,0,0,9,2,32,232,99,99,1,243632,715321,513.479797979798
2014009290,1,4,0,,,,,2,0,310,,51,2014,4,57,4,1,4,1,1,0,2,5,1,5,4,1,1,1,9,9,9,1,2,2,4,41,411,99,99,1,184082,680614,1844.74479166667
2014009892,2,4,0,,,,,60,0,186,,43,2014,3,60,4,1,7,1,4,3,0,4,1,3,3,1,1,1,9,9,9,0,0,9,6,62,623,99,99,1,194129,583777,463.50176056338
2014010301,1,4,0,,,,,553,0,70,,51,2014,2,61,4,1,6,1,5,2,0,3,1,3,3,1,1,1,9,9,9,0,0,9,4,41,411,99,99,1,191213,685167,667.300438596491
2014010414,1,4,0,,,,,6,0,1061,,52,2014,4,61,4,1,5,1,3,0,2,7,1,3,3,1,1,1,6,2,9,0,0,9,4,32,432,99,99,1,186873,638435,1799.875
2014010769,1,4,0,,,,,6,0,1520,,51,2014,3,63,4,1,2,1,3,0,2,7,1,4,3,1,1,1,9,9,4,0,0,9,4,21,421,99,99,1,196208,678597,1654.10515873016
2014010978,2,4,0,,,,,90,0,2902,,43,2014,2,63,4,1,1,1,10,3,0,1,1,0,5,1,1,1,9,9,9,0,0,9,7,77,77,99,99,1,247529,636675,352.276960784314
2014010979,2,4,0,,,,,367,0,130,,43,2014,4,63,4,1,7,1,10,2,0,4,1,3,3,1,1,1,9,9,9,0,0,9,7,77,77,99,99,1,210278,619606,139.125
2014011104,1,4,0,,,,,978,0,423,,12,2014,1,63,4,1,4,1,5,9,0,4,0,3,3,1,1,1,9,9,9,0,0,9,2,92,292,99,99,1,268887,776351,100.416666666667
2014011295,1,4,0,,,,,4,0,1150,,20,2014,3,64,4,1,5,1,1,1,0,5,1,0,3,1,1,1,9,9,9,1,2,1,5,52,512,99,99,1,184567,662673,1199.32894736842
2014011737,1,4,0,,,,,675,0,51,,14,2014,2,65,4,1,7,1,5,2,0,4,1,3,3,1,1,1,9,9,9,0,0,9,2,34,234,99,99,1,226304,718786,509.994047619048
2014011953,1,4,0,,,,,2,0,538,,51,2014,1,66,4,1,1,1,1,0,2,5,1,3,3,1,1,1,9,9,9,1,2,2,4,11,411,99,99,1,188834,701152,1854.03385416667
2014012347,1,4,0,,,,,424,0,120,,52,2014,4,67,1,1,3,1,5,2,0,4,1,3,3,1,1,1,9,9,9,0,0,9,4,43,432,99,99,1,189950,646051,190.0703125
2014012683,1,4,0,,,,,4,0,870,,52,2014,3,68,4,1,2,1,10,0,2,5,1,5,3,1,1,1,9,9,9,0,0,9,4,41,441,99,99,1,172668,639031,1157.56403508772
2014013558,1,3,0,,,,,85,0,41,1391,12,2014,1,71,4,5,2,1,1,3,0,5,1,2,4,3,1,1,9,9,9,1,4,2,2,24,246,99,99,1,212023,757874,1037.55632716049
2014013710,1,4,0,,,,,4,0,560,,38,2014,4,72,4,1,5,1,9,0,2,5,1,3,4,1,1,1,9,9,9,0,0,9,6,14,614,99,99,1,158996,611645,1199.32894736842
2014014332,1,4,0,,,,,6,0,907,,38,2014,3,74,4,5,7,1,1,0,2,7,1,3,4,5,1,1,9,9,9,1,2,2,6,11,611,99,99,1,183048,624169,1038.36805555556
2014014682,1,4,0,,,,,40,0,2490,,52,2014,3,75,4,5,3,1,2,0,2,5,1,3,3,3,1,1,9,9,9,0,0,9,4,44,441,99,99,1,179368,630776,964.176428571429
2014014757,2,4,0,,,,,60,0,189,,43,2014,3,76,4,5,3,1,1,2,0,4,1,3,3,5,1,1,9,9,9,9,0,9,6,62,623,99,99,1,194386,583821,740.272887323944
2014015786,2,4,0,,,,,5,0,345,,41,2014,3,81,4,5,4,1,1,3,0,5,1,0,3,3,2,2,9,9,9,3,2,2,7,77,77,99,99,1,213599,668483,1771.6724137931
2014016145,1,4,0,,,,,6,0,1300,,52,2014,2,82,4,5,1,1,3,0,2,7,1,4,3,4,1,1,9,9,9,0,0,9,4,43,432,99,99,1,197017,658268,1682.15079365079
2014016211,1,4,0,,,,,65,0,260,,11,2014,1,83,4,5,5,1,3,0,2,5,1,3,3,5,1,1,9,9,9,0,0,9,3,32,323,99,99,1,212755,714371,850.668025362319
2014016655,1,4,0,,,,,90,0,4714,,12,2014,2,86,4,5,3,1,8,3,0,4,1,3,3,5,1,1,1,2,9,0,0,9,2,21,211,99,99,1,254265,792617,343.301820728291
2014016663,1,3,0,,,,,40,412,2628,729,52,2014,1,86,4,5,1,1,1,0,3,5,1,4,3,3,1,1,9,9,9,1,4,2,4,44,441,99,99,1,183035,642067,971.990238095238
2014016818,1,4,0,,,,,60,0,2150,,14,2014,3,87,4,5,6,1,3,0,2,4,1,3,3,3,1,1,9,9,9,0,0,9,2,23,234,99,99,1,227682,728830,543.656103286385
2014016866,1,4,0,,,,,31,0,670,,34,2014,1,88,4,5,4,1,2,2,0,4,1,3,3,5,1,1,9,9,9,0,0,9,6,24,624,99,99,1,231155,563329,463.185606060606
2014016994,1,4,0,,,,,4,0,842,,38,2014,4,89,3,5,5,1,8,0,2,5,1,4,3,3,1,1,6,1,9,0,0,9,4,41,441,99,99,1,171564,636627,1199.32894736842
2014017257,1,3,0,,,,,2,65,617,91,11,2014,4,93,2,5,2,1,1,0,2,7,1,3,3,5,1,1,9,9,9,0,0,9,3,32,324,99,99,1,190827,708713,1831.75651041667
2014017320,2,4,0,,,,,90,0,3079,,43,2014,4,93,4,5,7,1,5,3,0,2,1,3,3,5,1,1,9,9,9,0,0,9,7,77,77,99,99,1,244531,649597,217.981442577031
2014017423,2,4,0,,,,,458,0,164,,43,2014,3,95,4,5,7,1,1,3,0,4,1,3,3,5,1,1,9,9,9,3,2,2,7,77,77,99,99,1,229974,645853,33.2291666666667
2014017501,1,4,0,,,,,6,0,990,,52,2014,4,95,4,5,3,1,10,0,2,6,1,5,3,3,1,1,9,9,9,0,0,9,6,11,611,99,99,1,184319,632289,1672.63392857143
2014017510,1,4,0,,,,,784,0,34,,12,2014,3,95,4,5,1,1,5,2,0,4,1,3,3,5,1,1,9,9,9,0,0,9,2,23,237,99,99,1,223798,743378,554.3046875
2014017515,1,4,0,,,,,264,0,1990,,34,2014,2,95,4,5,6,1,10,2,0,4,1,2,3,5,1,1,8,9,9,0,0,9,6,21,621,99,99,1,172859,586824,312.848958333333
2014017533,1,3,0,,,,,443,444,46,2019,52,2014,3,96,4,5,7,1,9,0,2,4,1,1,3,7,4,1,9,9,9,0,0,9,4,31,431,99,99,1,194395,651276,483.069444444444
2014017647,1,4,0,,,,,38,0,220,,61,2014,8,19,4,5,1,1,3,2,0,4,1,5,3,4,1,1,9,9,9,0,0,9,1,11,112,99,99,1,200047,630815,775.449494949495
2014019336,2,4,0,,,,,90,0,3442,,41,2014,12,27,4,5,1,1,2,1,0,4,1,3,3,6,2,2,9,9,9,0,0,9,7,77,77,99,99,1,251953,681862,352.276960784314
2014020094,1,4,0,,,,,79,0,110,,12,2014,6,91,4,5,6,1,3,3,0,4,1,2,3,5,1,1,9,9,9,0,0,9,2,24,241,99,99,1,217280,744023,891.200757575758
2014022752,1,4,0,,,,,90,0,1582,,34,2014,10,67,2,1,4,1,2,3,0,5,1,2,4,1,1,1,9,9,9,0,0,9,6,62,625,99,99,1,223182,523144,347.038515406162
2014023065,1,4,0,,,,,25,0,1872,,34,2014,12,1,4,5,7,1,1,0,2,5,1,5,4,5,2,2,9,9,9,8,0,9,6,23,623,99,99,1,174533,576479,205.062865497076
2014023830,2,4,0,,,,,60,0,376,,43,2014,8,64,4,1,1,1,5,2,0,4,1,3,3,1,1,1,9,9,9,0,0,9,7,77,77,99,99,1,202527,596158,753.712441314554
2014024444,2,4,0,,,,,90,0,3110,,43,2014,7,69,4,1,6,1,10,2,0,4,1,3,3,11,1,1,9,9,9,0,0,9,7,77,77,99,99,1,244579,652490,262.800770308123
2014026085,1,3,0,,,,,38,375,100,617,61,2014,7,65,4,1,4,1,2,1,0,3,1,3,3,1,1,1,9,9,9,0,0,9,1,12,112,99,99,1,195004,621653,791.359848484848
2014027098,1,4,0,,,,,574,0,80,,11,2014,5,34,4,1,2,1,5,2,0,4,1,3,3,1,1,1,9,9,9,0,0,9,3,24,324,99,99,1,204103,698957,720.833333333333
2014028987,1,4,0,,,,,6,0,1305,,52,2014,7,86,4,5,5,1,3,0,2,7,1,5,4,5,1,1,9,9,9,0,0,9,4,43,432,99,99,1,196887,658749,1799.875
2014029208,1,4,0,,,,,40,,136,,34,2014,5,69,4,1,5,1,2,2,0,4,1,3,3,1,1,1,9,9,9,0,0,9,6,27,627,99,99,1,200629,441633,1020.0569047619
2014030110,1,4,0,,,,,75,0,269,,14,2014,7,81,4,5,6,1,2,0,3,3,1,3,3,6,1,1,9,9,9,0,0,9,2,23,234,99,99,1,220283,733816,775.952702702703
2014030247,1,4,0,,,,,6,0,2043,,14,2014,5,14,4,5,3,1,3,0,2,5,1,5,3,5,1,1,9,9,9,0,0,9,3,11,311,99,99,1,206876,727366,1672.63392857143
2014030690,1,3,0,,,,,4,5613,1444,343,51,2014,7,63,4,1,5,1,1,0,2,5,1,3,3,1,1,1,9,9,9,1,4,1,4,41,411,99,99,1,190848,690127,1199.32894736842
2014031874,1,4,0,,,,,2,0,346,,51,2014,7,87,4,5,3,1,1,0,2,5,1,4,3,3,1,1,9,9,7,0,0,9,4,11,411,99,99,1,184675,684134,1849.62760416667
2014033324,1,4,0,,,,,6,0,1870,,11,2014,6,57,4,1,4,1,2,0,2,7,1,3,3,1,1,1,9,9,7,0,0,9,3,24,324,99,99,1,202737,711341,1739.08333333333
2014033456,1,3,0,,,,,6,61,1770,4204,11,2014,12,33,4,1,3,1,2,0,3,2,1,4,3,1,1,1,3,4,9,0,0,9,3,32,324,99,99,1,202232,701977,1672.63392857143
2014034496,1,3,0,,,,,35,,,,38,2014,12,71,4,5,5,1,2,1,0,5,1,3,3,3,1,1,9,9,9,0,0,9,6,12,612,99,99,3,187650,611516,501.632882882883
2014034908,1,3,0,,,,,20,2,131,8075,20,2014,11,47,4,1,2,1,3,0,3,3,1,5,3,1,1,1,9,9,9,0,0,9,5,51,511,99,99,1,179720,661608,3971.14236111111
2014036491,1,4,0,,,,,40,0,1180,,34,2014,12,37,4,1,6,1,1,2,0,4,1,3,3,1,1,1,9,9,9,1,2,2,6,26,626,99,99,1,178006,520414,671.090476190476
2014036824,1,4,0,,,,,784,0,45,,12,2014,6,51,4,1,5,1,5,3,0,4,1,3,3,1,1,1,9,9,9,0,0,9,2,24,241,99,99,1,223926,744467,570.921875
2014037620,2,4,0,,,,,60,0,512,,43,2014,10,77,4,5,3,1,5,2,0,4,1,3,3,3,1,1,9,9,9,0,0,9,7,77,77,99,99,1,212841,602662,740.272887323944
2014038951,1,4,0,,,,,444,0,400,,51,2014,10,1,4,5,6,1,2,3,0,1,1,3,3,3,1,1,9,9,9,0,0,9,4,41,412,99,99,1,199800,684709,609.254261363636
2014039098,1,4,0,,,,,42,0,904,,52,2014,11,41,4,1,1,1,2,2,0,1,1,3,3,1,2,2,9,9,9,0,0,9,4,44,441,99,99,1,175519,640693,1020.98541666667
2014041010,1,4,0,,,,,2,0,587,,11,2014,10,91,4,5,5,1,1,0,2,5,1,3,4,3,1,1,9,9,9,1,2,1,3,32,324,99,99,1,190159,705860,1978.44010416667
2014041419,1,4,0,,,,,424,0,60,,52,2014,12,49,4,1,5,1,4,2,0,4,1,3,3,1,1,1,9,9,9,0,0,9,4,43,432,99,99,1,194425,642701,205.078125
2014041951,1,4,0,,,,,784,0,200,,12,2014,12,34,4,1,7,1,8,3,0,4,1,3,3,1,1,1,6,2,9,0,0,9,2,24,241,99,99,1,224673,753656,358.854166666667
2014042012,2,4,0,,,,,90,0,3327,,41,2014,8,89,4,5,7,1,10,2,0,4,1,0,1,5,1,1,9,9,9,0,0,9,7,77,77,99,99,1,248572,671459,217.981442577031
2014043186,1,4,0,,,,,386,0,100,,61,2014,10,50,4,1,7,1,2,2,0,4,1,2,4,1,1,1,9,9,9,0,0,9,1,11,111,99,99,1,210644,629217,168.092592592593
2014043249,1,4,0,,,,,44,0,360,,20,2014,9,46,4,1,1,1,2,1,0,3,1,0,3,1,1,1,9,9,9,0,0,9,5,53,513,99,99,1,182154,658268,806.066532258065
2014043456,1,4,0,,,,,483,0,30,,51,2014,7,57,4,1,2,1,3,0,2,4,1,3,3,1,1,1,6,2,9,0,0,9,4,22,422,99,99,1,193629,667513,467.527777777778
2014043735,1,4,0,,,,,3,0,2620,,52,2014,5,40,1,1,3,1,3,0,2,5,1,5,3,1,1,1,9,9,9,0,0,9,4,32,432,99,99,1,191452,635571,751.932489451477
2014044108,1,4,0,,,,,444,0,400,,51,2014,8,78,4,5,4,1,2,3,0,1,1,3,3,6,1,1,9,9,9,0,0,9,4,41,412,99,99,1,199800,684709,845.952651515152
2014046920,1,3,0,,,,,4,461,1128,313,20,2014,11,91,4,5,2,1,1,3,0,3,1,3,3,3,1,1,9,9,9,1,4,2,5,52,512,99,99,1,184091,660595,1157.56403508772
2014047898,2,4,0,,,,,90,0,3405,,41,2014,9,33,4,1,7,1,5,3,0,4,1,0,3,1,1,1,9,9,9,0,0,9,7,77,77,99,99,1,251583,678439,217.981442577031
2014048621,1,4,0,,,,,89,0,130,,12,2014,9,8,4,5,2,1,10,0,2,4,1,3,3,5,1,1,8,2,9,0,0,9,2,43,243,99,99,1,221664,769987,474.750925925926
2014049471,2,4,0,,,,,60,0,1209,,41,2014,10,53,4,1,1,1,1,1,0,4,1,3,3,1,2,2,9,9,9,1,2,1,7,77,77,99,99,1,225783,660086,753.712441314554
2014050887,1,4,0,,,,,77,0,475,,14,2014,7,6,4,5,1,1,3,0,2,6,1,4,3,5,1,1,9,9,9,0,0,9,2,37,237,99,99,1,220924,738696,928.028409090909
2014051673,1,3,0,,,,,553,0,60,9108,51,2014,6,69,4,1,1,1,1,0,3,2,1,5,3,1,1,1,9,9,9,1,3,2,4,41,411,99,99,1,190305,685083,882.092105263158
2014051740,1,4,0,,,,,71,0,314,,14,2014,12,76,4,5,2,1,5,3,0,4,1,4,3,3,1,1,9,9,9,0,0,9,2,32,232,99,99,1,239450,717087,499.535353535354
2014051876,1,3,0,,,,,44,412,341,867,52,2014,12,90,4,5,6,1,13,0,3,3,1,4,3,6,1,1,9,9,9,0,0,9,4,44,442,99,99,1,183236,656523,510.32123655914
2014052651,1,4,0,,,,,443,0,118,,52,2014,10,60,4,1,2,1,4,0,3,5,1,3,3,1,1,1,9,9,9,0,0,9,4,43,431,99,99,1,200125,648127,1027.35813492063
2014053556,2,4,0,,,,,465,0,66,,41,2014,11,37,4,1,3,1,5,2,0,4,1,2,3,1,1,1,9,9,9,0,0,9,7,77,77,99,99,1,201771,660320,364.969696969697
2014053855,2,4,0,,,,,505,0,328,,41,2014,8,27,4,1,5,1,1,2,0,4,1,2,3,1,1,1,9,9,9,1,9,9,7,77,77,99,99,1,212219,668721,449.854166666667
2014054033,1,4,0,,,,,70,0,749,,12,2014,6,11,4,5,2,1,8,2,0,4,1,3,3,5,1,1,1,2,9,0,0,9,2,45,245,99,99,1,214387,765459,984.350694444444
2014055741,1,3,0,,,,,4,0,2155,8011,11,2014,8,82,4,5,7,1,2,3,0,3,1,2,3,3,1,1,9,9,9,0,0,9,3,31,311,99,99,1,205263,745301,718.821052631579
2014056133,1,4,0,,,,,31,0,160,,34,2014,7,17,4,5,2,1,2,2,0,5,1,3,3,3,1,1,9,9,9,0,0,9,6,23,623,99,99,1,190023,580177,461.590909090909
2014057388,1,3,0,,,,,60,675,2033,1059,14,2014,8,27,4,1,4,1,2,3,0,4,1,5,3,1,1,1,9,9,9,0,0,9,2,34,234,99,99,1,230098,718213,751.31455399061
2014058195,1,4,0,,,,,4,0,1450,,51,2014,9,29,4,1,7,1,3,0,2,5,1,3,3,1,1,1,9,9,9,0,0,9,4,41,411,99,99,1,190933,690650,718.821052631579
2014058235,2,4,0,,,,,60,0,1493,,41,2014,11,63,4,1,4,1,3,1,0,4,1,3,3,1,2,2,9,9,9,0,0,9,7,77,77,99,99,1,219251,677548,751.31455399061
2014058348,2,4,0,,,,,508,0,127,,41,2014,6,47,4,1,5,1,10,2,0,4,1,3,3,1,1,1,9,9,9,0,0,9,7,77,77,99,99,1,239727,674331,54.0625
2014058509,1,4,0,,,,,1,0,200,,52,2014,12,45,4,1,4,1,3,0,2,6,1,5,3,1,1,1,9,9,9,0,0,9,4,31,431,99,99,1,193499,650042,2333.80555555556
2014059772,1,4,0,,,,,31,0,240,,34,2014,6,76,4,1,5,1,4,3,0,4,1,2,3,1,1,1,9,9,9,0,0,9,6,62,623,99,99,1,195994,575048,496.049242424242
2014062878,1,4,0,,,,,25,0,1914,,34,2014,11,76,4,5,1,1,3,0,2,5,1,4,3,5,1,1,9,9,9,0,0,9,6,22,622,99,99,1,172046,579695,544.385233918129
2014063304,2,4,0,,,,,90,0,3152,,43,2014,5,4,4,5,4,1,10,3,0,4,1,3,3,4,1,1,9,9,9,0,0,9,7,77,77,99,99,1,242988,656408,347.038515406162
2014064319,1,4,0,,,,,85,0,61,,12,2014,11,70,4,5,6,1,1,0,2,5,1,4,3,5,1,1,9,9,9,1,2,1,2,46,246,99,99,1,213839,757757,862.14737654321
2014064848,2,4,0,,,,,505,0,503,,41,2014,7,83,4,5,7,1,10,1,0,4,1,3,3,4,1,1,9,9,9,0,0,9,7,77,77,99,99,1,228397,669661,266.486111111111
2014065124,1,3,0,,,,,4,3411,568,265,38,2014,8,71,4,1,6,1,2,0,3,5,1,3,3,1,1,1,9,9,9,0,0,9,6,14,614,99,99,1,159401,612408,905.887280701754
2014065192,2,4,0,,,,,398,0,29,,43,2014,11,20,4,5,2,1,5,2,0,4,1,4,3,5,2,1,9,9,9,0,0,9,7,77,77,99,99,1,223748,621516,231.791666666667
2014065665,1,4,0,,,,,31,0,570,,34,2014,10,69,3,1,7,1,5,3,0,4,1,3,3,1,1,1,9,9,9,0,0,9,6,23,623,99,99,1,223925,568961,340.337121212121
2014066084,1,4,0,,,,,89,0,188,,12,2014,8,80,4,5,4,1,3,3,0,5,1,5,3,3,1,1,9,9,9,0,0,9,2,24,243,99,99,1,226573,768237,470.876851851852
2014067127,1,3,0,,,,,5,,,,20,2014,12,58,4,1,5,1,11,1,0,6,1,3,3,1,1,1,9,9,9,0,0,9,4,42,422,99,99,3,198864,667632,1834.31752873563
2014067607,1,4,0,,,,,5714,0,40,,51,2014,7,63,4,1,4,1,5,2,0,4,1,3,3,1,1,1,9,9,9,0,0,9,4,12,412,99,99,1,201320,694654,794.763888888889
2014069065,1,4,0,,,,,40,0,2810,,52,2014,6,30,4,1,2,1,3,0,2,5,1,3,3,1,1,1,9,9,9,0,0,9,4,32,432,99,99,1,191159,655755,955.589285714286
2014069843,1,4,0,,,,,40,0,3000,,51,2014,7,62,4,1,5,1,10,0,2,5,1,3,4,1,1,1,9,9,9,0,0,9,4,42,421,99,99,1,192984,673502,1020.0569047619
2014071155,1,3,0,,,,,25,80,1539,4037,34,2014,11,61,4,1,5,1,2,0,3,5,1,5,3,1,1,1,9,9,9,0,0,9,6,62,623,99,99,1,198421,562032,541.663011695906
2014071474,1,4,0,,,,,222,0,1520,,34,2014,8,77,4,1,6,1,10,2,0,5,1,3,3,1,1,1,2,9,9,0,0,9,6,26,626,99,99,1,177309,547219,40.6157407407407
2014073397,1,4,0,,,,,6,0,1110,,52,2014,10,76,4,5,2,1,2,1,0,7,1,3,3,6,1,1,9,9,9,0,0,9,4,32,432,99,99,1,188544,642943,1654.10515873016
2014074371,1,4,0,,,,,4,0,1948,,11,2014,7,30,4,1,5,1,8,2,0,4,1,3,4,1,1,1,6,2,9,0,0,9,3,21,321,99,99,1,197035,739064,1199.32894736842
2014074857,1,4,0,,,,,4,0,1250,,51,2014,11,96,4,5,2,1,1,0,2,5,1,4,3,3,1,1,9,9,9,1,2,2,4,42,421,99,99,1,188039,671536,1157.56403508772
2014075952,1,4,0,,,,,5613,0,26,,51,2014,12,76,4,5,7,1,5,2,0,4,1,3,3,4,1,1,9,9,9,0,0,9,4,11,411,99,99,1,193381,689734,407.569444444444
2014076324,1,4,0,,,,,89,0,153,,12,2014,11,3,4,5,7,1,8,0,3,5,1,4,3,3,2,2,2,2,9,0,0,9,2,24,243,99,99,1,223920,769998,290.110185185185
2014076624,1,4,0,,,,,65,0,317,,11,2014,12,95,4,5,5,1,5,0,2,4,1,3,3,3,1,1,9,9,9,0,0,9,3,32,323,99,99,1,216414,718416,850.668025362319
2014076751,1,4,0,,,,,1,0,480,,61,2014,6,25,4,1,4,1,3,0,2,3,1,3,3,1,1,1,6,1,9,0,0,9,1,11,111,99,99,1,210858,634148,2333.80555555556
2014077155,1,4,0,,,,,232,0,200,,34,2014,12,58,4,1,1,1,5,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,6,22,622,99,99,1,143984,574622,351.511458333333
2014077273,1,4,0,,,,,232,0,700,,38,2014,8,5,4,5,5,1,10,2,0,4,1,3,3,5,1,1,9,9,9,0,0,9,6,14,614,99,99,1,167470,613281,380.133333333333
2014077543,1,3,0,,,,,3,40,2459,129,38,2014,10,29,4,1,3,1,1,1,0,3,1,3,3,1,1,1,9,9,9,3,4,2,6,61,611,99,99,1,177908,627894,751.932489451477
2014080887,1,4,0,,,,,79,0,236,,14,2014,12,67,4,5,2,1,1,2,0,4,1,3,3,6,1,1,9,9,9,1,2,2,2,25,237,99,99,1,226482,737073,1110.2803030303
