pk_teuna_fikt,thum_geografi,sug_dereh,semel_yishuv,rehov1,rehov2,bayit,zomet_ironi,kvish1,kvish2,km,zomet_lo_ironi,yehida,shnat_teuna,hodesh_teuna,shaa,sug_yom,yom_layla,yom_bashavua,humrat_teuna,sug_teuna,had_maslul,rav_maslul,mehirut_muteret,tkinut,rohav,simun_timrur,teura,mezeg_avir,pne_kvish,sug_ezem,merhak_ezem,lo_haza,ofen_haziya,mekom_haziya,kivun_haziya,mahoz,nafa,ezor_tivi,maamad_minizipali,zurat_ishuv,status_igun,x,y,average_traffic_count
2014000100,1,4,0,,,,,6,0,1780,,11,2014,2,1,4,5,5,3,3,0,2,7,1,3,3,10,1,1,6,9,9,0,0,9,3,32,324,99,99,1,202189,703125,1799.875
2014000124,1,4,0,,,,,65,0,185,,11,2014,4,1,3,5,6,3,3,0,3,5,0,3,3,6,1,1,9,9,9,0,0,9,3,32,323,99,99,1,206263,711520,630.244565217391
2014000129,1,4,0,,,,,67,0,133,,11,2014,4,1,4,5,1,3,3,0,2,5,1,4,3,10,1,1,9,9,9,0,0,9,3,22,322,99,99,1,204963,724393,844.244791666667
2014000154,1,4,0,,,,,98,0,150,,12,2014,2,1,4,5,7,3,4,3,0,4,1,3,4,4,1,1,9,9,9,0,0,9,2,94,294,99,99,1,261725,736840,88.9597222222222
2014000158,1,3,0,,,,,4,553,1392,335,51,2014,1,1,4,5,3,3,4,0,2,5,1,3,4,6,1,1,9,9,9,0,0,9,4,41,411,99,99,1,189983,684908,1149.90548245614
2014000163,1,4,0,,,,,42,0,860,,52,2014,1,1,4,5,1,3,5,2,0,4,1,3,4,6,1,1,9,9,9,0,0,9,4,44,441,99,99,1,172888,637690,1020.98541666667
2014000166,2,4,0,,,,,60,0,1100,,43,2014,2,1,4,5,5,3,5,2,0,4,1,2,3,6,1,1,9,9,9,0,0,9,7,77,77,99,99,1,224451,650647,761.132629107981
2014000167,1,4,0,,,,,38,0,160,,61,2014,2,1,4,5,5,3,5,2,0,4,0,3,3,6,1,1,9,9,9,0,0,9,1,11,112,99,99,1,196903,626264,808.674242424242
2014000173,1,4,0,,,,,57,0,10,,51,2014,4,1,4,5,7,3,5,9,0,3,1,3,3,3,1,1,3,1,9,0,0,9,4,41,411,99,99,1,188572,692300,565.54071969697
2014000179,1,3,0,,,,,60,675,2033,1059,14,2014,4,1,4,5,3,3,8,0,3,2,1,3,3,3,1,1,8,1,9,0,0,9,2,34,234,99,99,1,230098,718213,740.272887323944
2014000201,2,4,0,,,,,55,0,135,,41,2014,3,1,4,5,6,3,10,2,0,4,1,0,3,6,1,1,9,9,9,0,0,9,7,77,77,99,99,1,200774,677038,562.014322916667
2014000202,1,4,0,,,,,65,,170,,11,2014,3,1,4,5,5,3,10,0,2,5,1,3,3,6,1,1,9,9,9,0,0,9,3,24,324,99,99,1,205087,710639,850.668025362319
2014000203,2,4,0,,,,,55,0,93,,41,2014,1,1,4,5,3,3,10,3,0,4,1,4,3,6,1,1,9,9,9,0,0,9,7,77,77,99,99,1,197148,675579,729.013020833333
2014000204,2,4,0,,,,,90,0,3630,,41,2014,1,1,4,5,1,3,11,9,0,4,0,3,3,5,5,1,5,9,9,0,0,9,7,77,77,99,99,1,247233,698224,352.276960784314
2014000242,1,3,0,,,,,70,762,449,1205,11,2014,1,1,4,5,2,3,2,3,0,2,1,2,3,3,1,1,9,9,9,0,0,9,3,31,311,99,99,1,208602,740840,984.350694444444
2014000243,1,3,0,,,,,431,4313,160,4186,52,2014,1,1,4,5,6,3,2,0,3,5,0,5,3,3,1,1,9,9,9,0,0,9,4,44,442,99,99,1,182696,649655,1835.80625
2014000244,1,4,0,,,,,65,0,160,,11,2014,1,1,4,5,2,3,3,0,2,5,1,3,3,3,1,1,9,9,9,0,0,9,3,24,324,99,99,1,204137,709964,865.344655797101
2014000251,1,4,0,,,,,40,0,2130,,38,2014,3,1,4,5,5,3,8,0,2,5,1,3,3,3,4,1,6,2,9,0,0,9,6,21,621,99,99,1,177970,595992,1020.0569047619
2014000264,1,4,0,,,,,1,0,50,,11,2014,4,1,4,5,7,3,8,0,2,5,1,3,3,3,1,1,5,1,9,0,0,9,4,43,432,99,99,1,183616,658109,1537.60138888889
2014000270,1,3,0,,,,,20,0,60,8062,20,2014,4,2,4,5,4,3,2,3,0,1,1,0,3,3,1,1,9,9,9,0,0,9,5,53,513,99,99,1,177427,656553,3943.83680555556
2014000283,1,3,0,,,,,35,40,159,577,38,2014,3,2,4,5,3,3,2,0,2,5,1,4,3,3,1,1,6,2,9,0,0,9,6,61,612,99,99,1,177055,614921,491.707207207207
2014000295,1,4,0,,,,,89,0,181,,12,2014,2,3,4,5,1,3,2,3,0,5,1,4,3,3,1,1,9,9,9,0,0,9,2,24,243,99,99,1,226374,768659,468.80462962963
2014000300,1,3,0,,,,,89,8833,72,1439,12,2014,4,3,1,5,3,3,2,3,0,5,1,5,3,3,1,1,9,9,9,0,0,9,2,45,245,99,99,1,216335,768965,470.284259259259
2014000308,1,4,0,,,,,1,0,410,,61,2014,2,3,4,5,2,3,3,0,3,3,0,3,3,3,1,1,9,9,9,0,0,9,1,11,111,99,99,1,204425,634689,2285.70972222222
2014000310,1,4,0,,,,,38,0,220,,61,2014,1,3,4,5,4,3,3,9,0,4,0,3,3,3,1,1,9,9,9,0,0,9,1,11,112,99,99,1,200047,630815,791.359848484848
2014000313,1,3,0,,,,,2,0,242,3748,20,2014,1,3,4,5,4,3,4,3,0,1,1,3,3,6,1,1,9,9,9,0,0,9,5,51,511,99,99,1,182527,674515,1844.74479166667
2014000334,1,4,0,,,,,6,0,966,,38,2014,4,3,4,5,1,3,9,0,2,6,1,4,3,6,1,1,8,4,9,0,0,9,6,11,611,99,99,1,183720,630017,1682.15079365079
2014000343,1,3,0,,,,,2,65,617,91,11,2014,1,3,4,5,3,3,2,0,3,4,1,3,3,3,1,1,9,9,9,0,0,9,3,32,324,99,99,1,190827,708713,1849.62760416667
2014000346,1,4,0,,,,,722,0,2,,14,2014,3,3,4,5,1,3,3,0,3,5,1,5,3,3,1,1,9,9,9,0,0,9,2,23,235,99,99,1,210018,729491,759.645833333333
2014000350,1,3,0,,,,,7,0,107,813,52,2014,2,3,4,5,3,3,2,0,3,4,0,3,3,6,1,1,9,9,9,0,0,9,4,44,441,99,99,1,176881,635195,1600.48958333333
2014000353,1,4,0,,,,,20,0,80,,20,2014,3,3,4,5,2,3,3,0,2,5,1,0,3,3,1,1,9,9,9,0,0,9,5,53,513,99,99,1,177645,658510,3971.14236111111
2014000361,1,4,0,,,,,4,0,660,,38,2014,2,3,4,5,4,3,2,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,6,61,614,99,99,1,163071,620700,1159.22171052632
2014000363,1,3,0,,,,,4,3411,568,265,38,2014,2,4,4,5,6,3,2,0,3,4,1,3,3,3,1,1,9,9,9,0,0,9,6,14,614,99,99,1,159401,612408,905.887280701754
2014000366,1,3,0,,,,,66,722,333,9456,14,2014,4,4,4,5,1,3,2,0,3,5,1,5,3,3,1,1,9,9,9,0,0,9,2,23,235,99,99,1,210501,730936,373.348214285714
2014000367,1,3,0,,,,,864,8655,109,2335,12,2014,3,4,4,5,6,3,2,2,0,4,1,3,3,3,1,1,9,9,9,0,0,9,2,24,243,99,99,1,230299,766131,321.791666666667
2014000380,1,4,0,,,,,1,0,173,,52,2014,1,4,4,5,4,3,9,0,2,7,0,5,4,3,1,1,9,9,9,0,0,9,4,43,432,99,99,1,193546,652418,2333.80555555556
2014000381,1,4,0,,,,,375,0,130,,61,2014,2,4,4,5,1,3,5,2,0,4,1,4,3,5,1,1,9,9,9,0,0,9,1,11,111,99,99,1,206503,624764,348.484375
2014000383,1,3,0,,,,,444,483,215,2041,51,2014,3,5,1,5,1,3,2,0,3,5,1,3,3,3,1,1,9,9,9,0,0,9,4,42,422,99,99,1,194259,666889,853.751893939394
2014000402,1,3,0,,,,,40,531,3012,4198,51,2014,2,5,4,5,4,3,5,0,2,5,1,3,3,6,9,1,9,9,9,0,0,9,4,42,421,99,99,1,193234,674619,971.54380952381
2014000403,1,4,0,,,,,70,0,729,,12,2014,3,5,2,5,7,3,5,2,0,4,1,3,3,6,1,2,9,9,9,0,0,9,2,24,245,99,99,1,214251,763629,685.498263888889
2014000414,1,4,0,,,,,431,0,100,,52,2014,1,5,4,5,3,3,10,0,2,6,0,3,3,3,1,1,9,9,9,0,0,9,4,44,442,99,99,1,177725,652636,2281.83333333333
2014000437,1,4,0,,,,,2,0,320,,51,2014,3,6,4,5,6,3,1,3,0,1,1,2,4,3,2,2,9,9,9,1,2,1,4,41,411,99,99,1,184324,681601,1601.39583333333
2014000443,1,4,0,,,,,383,0,180,,61,2014,3,6,4,5,6,3,10,2,0,4,1,1,3,5,1,1,9,9,9,0,0,9,1,12,112,99,99,1,194283,623525,253.916666666667
2014000483,2,4,0,,,,,60,0,640,,43,2014,4,7,1,5,3,3,10,0,2,4,1,3,3,3,1,1,9,9,9,0,0,9,7,77,77,99,99,1,210666,612509,740.272887323944
2014000486,1,3,0,,,,,6,444,1220,4194,51,2014,1,8,4,5,4,3,2,0,3,5,0,4,3,3,1,1,9,9,9,0,0,9,4,31,431,99,99,1,194648,652107,1739.08333333333
2014000487,1,3,0,,,,,40,0,2708,5536,52,2014,2,8,4,5,4,3,2,0,3,4,1,3,3,3,1,1,9,9,9,0,0,9,4,43,432,99,99,1,188446,647521,971.54380952381
2014000494,1,3,0,,,,,781,,,,11,2014,4,8,4,5,1,3,2,3,0,1,1,1,3,3,1,1,9,9,9,0,0,9,2,24,241,99,99,3,214848,747653,778.430555555556
2014000500,1,4,0,,,,,60,0,60,,34,2014,2,8,4,5,4,3,8,9,0,0,0,0,5,6,9,9,6,2,9,0,0,9,6,62,623,99,99,1,185222,575729,751.31455399061
2014000502,1,3,0,,,,,4,0,2226,4208,11,2014,4,8,4,5,7,3,2,0,2,3,1,4,4,3,1,1,9,9,9,0,0,9,3,31,311,99,99,1,209061,750594,718.821052631579
2014000533,1,4,0,,,,,4,0,1749,,11,2014,4,9,2,5,1,3,3,0,2,3,1,3,4,3,1,1,9,9,9,0,0,9,3,32,322,99,99,1,194341,719564,1158.40197368421
2014000580,1,4,0,,,,,431,0,160,,52,2014,4,11,4,5,3,3,8,0,1,4,1,3,3,3,1,1,6,2,9,0,0,9,4,44,442,99,99,1,182688,649709,2281.83333333333
2014000584,1,4,0,,,,,4,0,2300,,12,2014,4,11,4,5,7,3,4,3,0,5,1,5,3,3,1,1,9,9,9,0,0,9,2,24,246,99,99,1,209364,757903,718.821052631579
2014000585,1,3,0,,,,,553,562,80,4080,51,2014,3,12,4,5,7,3,2,0,3,5,1,3,3,3,1,1,9,9,9,0,0,9,4,41,411,99,99,1,192247,685328,477.157894736842
2014000607,2,4,0,,,,,5,0,330,,41,2014,3,13,1,5,1,3,8,3,0,6,1,3,1,3,1,1,6,2,9,0,0,9,7,77,77,99,99,1,212244,667893,1799.02298850575
2014000610,1,4,0,,,,,854,0,64,,12,2014,2,13,4,5,6,3,8,2,0,4,1,3,3,3,1,1,6,2,9,0,0,9,2,24,242,99,99,1,225999,760623,279.416666666667
2014000612,1,4,0,,,,,465,0,60,,52,2014,1,13,4,5,6,3,10,9,0,4,0,2,3,3,1,1,9,9,9,0,0,9,7,77,77,99,99,1,201333,660493,252.041666666667
2014000614,1,3,0,,,,,6,531,1450,4195,51,2014,2,13,4,5,4,3,10,0,2,7,1,4,3,3,1,1,9,9,9,0,0,9,4,21,421,99,99,1,196320,671832,1739.08333333333
2014000620,1,4,0,,,,,79,0,20,,11,2014,1,13,4,5,7,3,11,0,3,4,0,3,3,3,1,9,9,9,9,0,0,9,3,31,311,99,99,1,210808,749710,713.503787878788
2014000624,1,4,0,,,,,5,0,120,,51,2014,2,13,4,5,7,3,3,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,4,22,422,99,99,1,192529,669447,933.109195402299
2014000629,1,4,0,,,,,70,0,590,,12,2014,4,14,2,5,2,3,8,0,3,5,1,4,2,3,1,1,6,9,9,0,0,9,2,24,241,99,99,1,216160,751400,984.350694444444
2014000635,1,4,0,,,,,443,0,110,,52,2014,3,14,4,5,4,3,8,0,3,5,1,5,3,3,2,2,6,1,9,0,0,9,4,43,431,99,99,1,199460,648510,1022.56646825397
2014000640,2,3,0,,,,,60,437,960,7222,43,2014,3,15,4,5,4,3,2,2,0,4,0,3,3,3,1,1,9,9,9,0,0,9,7,77,77,99,99,1,224951,640199,751.31455399061
2014000649,1,3,0,,,,,67,6,128,9387,11,2014,1,15,4,5,6,3,8,0,2,7,0,4,3,5,1,1,3,1,9,0,0,9,3,22,322,99,99,1,204760,724003,736.723958333333
2014000650,1,3,0,,,,,79,,,,11,2014,1,15,4,5,4,3,8,9,0,0,0,0,5,6,9,9,6,1,9,0,0,9,2,24,241,99,99,3,219387,742827,1126.89015151515
2014000655,2,4,0,,,,,55,0,137,,41,2014,4,15,3,5,4,3,10,2,0,4,1,2,3,3,1,1,9,9,9,0,0,9,7,77,77,99,99,1,200973,677065,715.283854166667
2014000656,1,4,0,,,,,1,0,30,,20,2014,4,15,4,5,7,3,10,1,0,5,1,5,4,3,1,1,9,9,9,0,0,9,5,53,513,99,99,1,182096,659407,1537.60138888889
2014000675,1,3,0,,,,,4,5,1228,323,20,2014,1,17,4,5,7,3,2,0,3,3,1,4,3,3,1,1,9,9,9,0,0,9,5,51,511,99,99,1,186556,670189,718.821052631579
2014000688,1,4,0,,,,,40,0,2612,,52,2014,2,17,4,5,3,3,8,1,0,1,1,2,3,3,1,1,6,9,9,0,0,9,4,44,441,99,99,1,181916,640902,964.176428571429
2014000690,1,4,0,,,,,40,0,2210,,38,2014,2,17,4,5,2,3,9,0,2,5,1,3,3,3,1,1,9,9,9,0,0,9,6,12,612,99,99,1,177782,606094,955.589285714286
2014000696,1,4,0,,,,,2,0,950,,11,2014,4,17,3,5,7,3,8,3,0,6,1,4,3,5,1,1,6,4,9,0,0,9,3,21,321,99,99,1,195868,740316,1343.796875
2014000698,1,4,0,,,,,79,0,245,,14,2014,3,18,1,5,1,3,5,3,0,4,1,4,3,5,1,1,9,9,9,0,0,9,2,25,237,99,99,1,227310,737101,1123.5321969697
2014000719,1,4,0,,,,,807,0,80,,14,2014,2,19,4,5,2,3,8,2,0,2,1,2,3,5,1,1,8,9,9,0,0,9,2,22,222,99,99,1,242767,752990,278.049242424242
2014000741,1,4,0,,,,,79,0,10,,11,2014,2,21,4,5,7,3,8,1,0,1,1,2,5,6,1,1,6,1,9,0,0,9,3,31,311,99,99,1,209850,749922,713.503787878788
2014000757,1,3,0,,,,,90,767,4065,1593,14,2014,1,22,4,5,4,3,3,2,0,4,1,3,3,3,1,1,9,9,9,0,0,9,2,22,221,99,99,1,253635,736355,347.038515406162
2014000759,1,4,0,,,,,7513,0,66,,14,2014,3,22,4,5,2,3,5,3,0,4,1,3,3,6,1,1,9,9,9,0,0,9,2,23,235,99,99,1,213786,735569,415.1875
2014000769,1,4,0,,,,,85,0,176,,12,2014,2,22,4,5,5,3,10,0,3,5,1,4,3,6,1,1,9,9,9,0,0,9,2,24,242,99,99,1,225006,758068,1080.78009259259
2014000780,1,4,0,,,,,784,0,65,,12,2014,3,23,4,5,6,3,2,3,0,4,1,3,3,3,1,1,9,9,9,0,0,9,2,24,241,99,99,1,223729,746301,429.0625
2014000789,1,3,0,,,,,70,79,530,1209,11,2014,4,23,4,5,4,3,4,0,3,4,1,2,3,6,1,1,9,9,9,0,0,9,2,24,241,99,99,1,214192,745724,979.119212962963
2014000798,1,3,0,,,,,20,,,,20,2014,4,23,4,5,6,3,8,3,0,1,1,1,3,3,1,1,1,1,9,0,0,9,5,51,511,99,99,3,181068,665431,3926.00520833333
2014000800,2,4,0,,,,,60,,,,43,2014,3,23,4,5,1,3,10,3,0,4,0,3,5,10,1,1,9,9,9,0,0,9,7,77,77,99,99,3,225961,644465,753.712441314554
2014000839,1,3,0,,,,,4,0,637,3003,38,2014,4,24,4,5,5,3,2,0,2,5,1,3,3,6,1,1,9,9,9,0,0,9,6,61,614,99,99,1,162385,618636,1199.32894736842
2014000844,1,3,0,,,,,65,6403,108,1089,11,2014,1,24,4,5,3,3,3,0,3,5,0,5,3,6,1,1,9,9,9,0,0,9,3,32,324,99,99,1,199667,707908,874.227355072464
2014000851,1,3,0,,,,,41,0,19,799,38,2014,2,25,4,5,6,3,2,0,1,2,1,3,3,6,1,1,9,9,9,0,0,9,6,61,613,99,99,1,168952,637394,612.674242424242
2014000857,1,3,0,,,,,35,232,56,565,38,2014,3,25,4,5,1,3,2,0,3,5,1,3,3,6,1,1,9,9,9,0,0,9,6,11,611,99,99,1,168029,618051,487.230855855856
2014000865,1,4,0,,,,,2,0,970,,11,2014,1,25,4,5,1,3,3,0,3,4,1,4,3,6,1,1,9,9,9,0,0,9,3,31,311,99,99,1,196163,742276,1854.03385416667
2014000871,1,4,0,,,,,90,0,3980,,14,2014,1,25,4,5,2,3,8,2,0,5,1,5,3,6,1,1,6,9,9,0,0,9,2,22,221,99,99,1,253838,729008,341.35119047619
2014000873,1,4,0,,,,,42,0,970,,52,2014,2,25,4,5,2,3,8,1,0,1,1,2,3,6,1,1,8,9,9,0,0,9,4,44,442,99,99,1,178304,646634,1009.625
2014000902,1,3,0,,,,,65,6535,244,1109,11,2014,3,26,1,1,1,3,2,0,2,5,1,3,3,1,1,1,9,9,9,0,0,9,3,32,323,99,99,1,211523,713364,870.067934782609
2014000903,2,4,0,,,,,505,0,328,,41,2014,1,26,4,5,4,3,2,2,0,4,1,3,3,6,1,1,9,9,9,0,0,9,7,77,77,99,99,1,212219,668721,402.152777777778
2014000928,1,4,0,,,,,784,0,50,,12,2014,4,26,4,5,5,3,2,2,0,4,1,3,3,6,1,1,9,9,9,0,0,9,2,24,241,99,99,1,224023,744949,570.921875
2014000943,1,3,0,,,,,40,412,2628,729,52,2014,4,26,4,5,7,3,2,0,3,5,1,4,3,6,1,1,9,9,9,0,0,9,4,44,441,99,99,1,183035,642067,485.422380952381
2014000946,1,3,0,,,,,553,5520,40,2123,51,2014,2,26,4,5,4,3,2,0,3,5,1,3,3,6,1,1,9,9,9,0,0,9,4,41,411,99,99,1,188272,684694,870.103070175439
2014000960,1,4,0,,,,,444,0,360,,51,2014,3,27,4,1,2,3,2,0,3,5,1,3,3,1,1,1,9,9,9,0,0,9,4,41,412,99,99,1,198405,681029,860.877367424242
2014000961,1,3,0,,,,,65,4,16,367,11,2014,3,27,4,1,2,3,2,0,2,4,1,2,3,1,1,1,9,9,9,0,0,9,3,32,324,99,99,1,192040,707937,865.344655797101
2014000963,2,4,0,,,,,60,0,665,,43,2014,1,27,4,5,5,3,2,2,0,4,1,3,3,6,1,1,9,9,9,0,0,9,7,77,77,99,99,1,211624,614316,761.132629107981
2014000967,1,3,0,,,,,65,574,145,1093,11,2014,4,27,4,1,2,3,2,0,2,5,1,4,3,1,1,1,9,9,9,0,0,9,3,24,324,99,99,1,202606,709698,865.344655797101
2014000969,1,3,0,,,,,85,8534,188,1395,12,2014,3,27,4,1,5,3,2,3,0,5,1,4,3,1,1,1,9,9,9,0,0,9,2,24,242,99,99,1,226177,758552,1080.78009259259
2014000977,1,4,0,,,,,781,0,80,,11,2014,3,27,4,1,6,3,3,3,0,1,1,4,3,1,1,1,9,9,9,0,0,9,3,31,311,99,99,1,212552,747521,618.5625
2014001023,1,4,0,,,,,899,0,577,,12,2014,1,27,4,5,1,3,2,3,0,4,1,3,3,6,1,1,9,9,9,0,0,9,2,12,212,99,99,1,250457,779708,174.712121212121
2014001027,1,3,0,,,,,70,8721,760,1241,12,2014,1,27,4,5,2,3,2,0,3,4,0,3,3,6,1,1,9,9,9,0,0,9,2,24,245,99,99,1,213986,765954,984.350694444444
2014001031,1,3,0,,,,,574,6403,167,2169,11,2014,2,27,4,1,3,3,5,2,0,4,1,3,3,1,1,1,9,9,9,0,0,9,3,32,324,99,99,1,202071,706356,775.022727272727
2014001050,1,4,0,,,,,5,0,120,,51,2014,2,27,4,5,5,3,3,0,2,5,1,3,3,6,1,1,9,9,9,0,0,9,4,22,422,99,99,1,192529,669447,1834.31752873563
2014001060,1,4,0,,,,,768,0,85,,14,2014,3,27,4,1,2,3,5,3,0,4,1,4,3,1,1,2,9,9,9,0,0,9,2,22,221,99,99,1,247689,741999,574.291666666667
2014001076,1,4,0,,,,,25,0,1980,,34,2014,1,28,4,5,1,3,2,0,3,5,0,5,3,6,1,1,9,9,9,0,0,9,6,62,622,99,99,1,167620,582529,544.385233918129
2014001104,1,4,0,,,,,4,0,1669,,11,2014,1,28,4,5,5,3,4,0,3,5,1,4,4,6,1,1,9,9,9,0,0,9,3,32,324,99,99,1,193490,711890,1199.32894736842
2014001116,1,3,0,,,,,42,431,1024,4049,52,2014,4,28,4,1,5,3,2,0,3,4,0,3,4,1,1,1,9,9,9,0,0,9,4,44,442,99,99,1,179777,651194,1040.14166666667
2014001117,1,3,0,,,,,443,4314,49,2021,52,2014,1,28,4,5,2,3,2,0,3,4,1,5,3,6,1,1,9,9,9,0,0,9,4,31,431,99,99,1,194462,651187,1027.35813492063
2014001149,1,4,0,,,,,42,0,865,,52,2014,2,28,4,1,4,3,8,3,0,4,1,3,3,1,1,1,6,9,9,0,0,9,4,44,441,99,99,1,173157,638080,1023.8125
2014001159,1,3,0,,,,,90,99,4706,1635,12,2014,3,28,1,1,1,3,2,0,3,2,1,4,3,1,1,2,9,9,9,0,0,9,2,21,211,99,99,1,253954,791885,352.276960784314
2014001165,1,4,0,,,,,65,0,5,,11,2014,2,28,4,1,1,3,2,3,0,4,1,3,3,1,1,2,9,9,9,0,0,9,3,32,324,99,99,1,191217,708397,870.067934782609
2014001176,1,3,0,,,,,4612,0,10,3681,20,2014,1,29,4,1,5,3,1,1,0,1,1,2,3,1,1,1,9,9,9,3,3,2,5,52,512,99,99,1,185635,663258,865
2014001184,1,3,0,,,,,20,0,75,8063,20,2014,2,29,4,1,6,3,2,1,0,1,1,5,3,1,1,1,9,9,9,0,0,9,5,53,513,99,99,1,177704,658066,3926.00520833333
2014001185,1,3,0,,,,,5,6,138,2043,51,2014,2,29,4,1,5,3,2,0,2,5,1,2,3,1,1,1,9,9,9,0,0,9,4,42,422,99,99,1,194591,669190,1834.31752873563
2014001190,1,3,0,,,,,716,717,32,2273,14,2014,1,29,4,1,5,3,2,2,0,4,1,4,3,1,1,1,9,9,9,0,0,9,2,32,232,99,99,1,237667,720505,384.776515151515
2014001191,1,3,0,,,,,25,232,2182,536,34,2014,1,29,4,1,2,3,2,2,0,5,1,3,3,1,1,1,9,9,9,0,0,9,6,62,621,99,99,1,155749,597243,525.622807017544
2014001197,1,3,0,,,,,25,40,1725,4063,34,2014,4,29,4,1,1,3,2,3,0,4,1,4,3,1,1,1,9,9,9,0,0,9,6,62,623,99,99,1,183707,570456,544.385233918129
2014001202,1,3,0,,,,,22,0,50,9911,11,2014,3,29,4,1,6,3,2,1,0,3,1,0,5,11,1,1,9,9,9,0,0,9,3,31,311,99,99,1,205478,745576,1550.46527777778
2014001209,1,3,0,,,,,444,5,231,2043,51,2014,3,29,4,1,4,3,3,0,3,4,1,5,4,1,1,1,9,9,9,0,0,9,4,42,422,99,99,1,194591,669190,845.952651515152
2014001251,2,4,0,,,,,60,0,620,,43,2014,2,29,4,1,4,3,3,2,0,4,1,3,3,1,1,1,9,9,9,0,0,9,7,77,77,99,99,1,211031,611144,751.31455399061
2014001266,1,4,0,,,,,1,0,455,,61,2014,2,29,4,1,7,3,4,0,2,3,1,3,3,1,1,1,9,9,9,0,0,9,1,11,111,99,99,1,208481,634211,1537.60138888889
2014001278,2,4,0,,,,,465,0,145,,41,2014,3,29,4,1,4,3,5,3,0,4,1,3,3,1,2,2,6,1,9,0,0,9,7,77,77,99,99,1,205823,656853,360.299242424242
2014001287,1,4,0,,,,,42,0,1000,,52,2014,3,29,1,1,1,3,8,1,0,4,1,3,3,1,1,1,6,9,9,0,0,9,4,44,442,99,99,1,179211,649389,1020.98541666667
2014001300,1,4,0,,,,,3,0,2410,,38,2014,2,29,4,1,3,3,10,3,0,4,1,2,3,1,1,1,9,9,9,0,0,9,6,61,611,99,99,1,175308,624964,751.932489451477
2014001336,1,4,0,,,,,79,0,179,,14,2014,1,29,4,1,4,3,4,0,2,5,1,4,3,2,4,1,9,9,9,0,0,9,2,23,237,99,99,1,222227,740265,1126.89015151515
2014001380,1,3,0,,,,,7,40,117,4223,52,2014,3,29,4,1,1,3,11,1,0,4,1,3,3,1,1,1,9,9,9,0,0,9,4,44,441,99,99,1,177869,634880,1639.63194444444
